age,workclass,fnlwgt,occupation,relationship,education,education_num,marital_status,race,sex,capital_gain,capital_loss,hours_per_week,country,salary
30, Private,75167, Exec-managerial, Husband, Bachelors,13, Married-civ-spouse, White, Male,0,0,55, United-States, <=50K
36, Private,226947, Prof-specialty, Husband, Bachelors,13, Married-civ-spouse, White, Male,0,0,40, United-States, >50K
33, Private,341187, Exec-managerial, Husband, Bachelors,13, Married-civ-spouse, White, Male,0,0,50, United-States, >50K
71, Self-emp-not-inc,143437, Sales, Husband, Masters,14, Married-civ-spouse, White, Male,10605,0,40, United-States, >50K
26, Private,132749, Other-service, Own-child, Some-college,10, Never-married, White, Female,0,0,45, United-States, <=50K
33, Private,36539, Exec-managerial, Wife, Bachelors,13, Married-civ-spouse, White, Female,0,0,40, United-States, >50K
27, Private,32519, Sales, Husband, Some-college,10, Married-civ-spouse, Asian-Pac-Islander, Male,0,0,55, South, <=50K
44, Private,171424, Prof-specialty, Husband, Bachelors,13, Married-civ-spouse, White, Male,0,0,40, United-States, >50K
45, Self-emp-not-inc,210364, Sales, Husband, HS-grad,9, Married-civ-spouse, White, Male,15024,0,80, United-States, >50K
44, State-gov,33658, Prof-specialty, Husband, Masters,14, Married-civ-spouse, White, Male,7688,0,50, United-States, >50K
44, Private,239876, Prof-specialty, Unmarried, Bachelors,13, Divorced, Black, Male,0,0,40, United-States, <=50K
24, Private,181820, Adm-clerical, Own-child, Some-college,10, Never-married, White, Male,0,0,40, United-States, <=50K
29, Private,263831, Adm-clerical, Own-child, Bachelors,13, Never-married, White, Female,0,0,40, United-States, <=50K
60, Private,182687, Other-service, Not-in-family, Assoc-acdm,12, Divorced, White, Female,0,0,40, United-States, <=50K
51, Private,508891, Machine-op-inspct, Own-child, HS-grad,9, Divorced, Black, Male,0,0,40, United-States, <=50K
33, Private,184901, Machine-op-inspct, Husband, HS-grad,9, Married-civ-spouse, White, Male,0,0,40, United-States, >50K
44, Self-emp-not-inc,483201, Exec-managerial, Husband, Bachelors,13, Married-civ-spouse, White, Male,0,0,40, United-States, <=50K
33, State-gov,37070, Prof-specialty, Husband, Masters,14, Married-civ-spouse, White, Male,0,0,60, Canada, <=50K
51, Private,99064, Craft-repair, Husband, Assoc-voc,11, Married-civ-spouse, White, Male,5013,0,40, United-States, <=50K
21, Private,162228, Sales, Own-child, HS-grad,9, Never-married, White, Male,0,0,30, United-States, <=50K
37, Private,218188, Machine-op-inspct, Other-relative, HS-grad,9, Divorced, White, Female,0,0,32, United-States, <=50K
21, Private,306967, Adm-clerical, Not-in-family, Assoc-voc,11, Never-married, White, Female,0,0,40, United-States, <=50K
24, Private,153082, Sales, Not-in-family, HS-grad,9, Never-married, White, Male,0,0,30, United-States, <=50K
30, Self-emp-inc,292465, Exec-managerial, Not-in-family, Bachelors,13, Never-married, White, Male,0,0,40, United-States, <=50K
29, Private,216481, Exec-managerial, Wife, Masters,14, Married-civ-spouse, White, Female,0,0,40, United-States, >50K
30, Private,171598, Sales, Not-in-family, Bachelors,13, Married-spouse-absent, White, Female,0,0,50, United-States, <=50K
61, Private,162391, Transport-moving, Husband, 7th-8th,4, Married-civ-spouse, White, Male,0,1651,40, United-States, <=50K
43, Private,200734, Other-service, Not-in-family, HS-grad,9, Separated, Black, Female,0,0,40, United-States, <=50K
19, State-gov,112432, Adm-clerical, Own-child, Some-college,10, Never-married, White, Male,0,0,10, United-States, <=50K
27, Private,151382, Machine-op-inspct, Unmarried, 7th-8th,4, Divorced, White, Male,0,974,40, United-States, <=50K
62, Private,194167, Machine-op-inspct, Not-in-family, HS-grad,9, Divorced, White, Female,2174,0,40, United-States, <=50K
34, Private,511361, Other-service, Own-child, Some-college,10, Never-married, Black, Male,0,0,40, United-States, <=50K
51, Private,145714, Exec-managerial, Husband, Masters,14, Married-civ-spouse, White, Male,99999,0,50, ?, >50K
43, Private,111483, Sales, Husband, Some-college,10, Married-civ-spouse, White, Male,7298,0,40, United-States, >50K
22, Private,74631, Handlers-cleaners, Own-child, Some-college,10, Never-married, White, Female,0,0,13, United-States, <=50K
51, Private,317396, Adm-clerical, Unmarried, Some-college,10, Divorced, White, Female,0,0,40, United-States, <=50K
39, Private,237943, Sales, Husband, Bachelors,13, Married-civ-spouse, White, Male,0,0,30, United-States, >50K
42, Self-emp-not-inc,201520, Craft-repair, Husband, HS-grad,9, Married-civ-spouse, White, Male,0,0,45, United-States, <=50K
40, Private,566537, Other-service, Husband, Preschool,1, Married-civ-spouse, White, Male,0,1672,40, Mexico, <=50K
54, ?,95329, ?, Own-child, Some-college,10, Divorced, White, Male,0,0,50, United-States, <=50K
22, Private,226508, Exec-managerial, Own-child, Bachelors,13, Never-married, White, Female,0,0,50, United-States, <=50K
25, Private,272428, Sales, Not-in-family, HS-grad,9, Never-married, White, Male,4416,0,42, United-States, <=50K
41, Private,166740, Machine-op-inspct, Husband, HS-grad,9, Married-civ-spouse, White, Male,0,0,40, United-States, <=50K
47, Self-emp-inc,214169, Farming-fishing, Husband, HS-grad,9, Married-civ-spouse, White, Male,15024,0,40, United-States, >50K
61, Self-emp-not-inc,117387, Exec-managerial, Husband, 11th,7, Married-civ-spouse, White, Male,0,0,20, United-States, <=50K
27, Private,215873, Machine-op-inspct, Own-child, HS-grad,9, Never-married, Black, Male,0,0,40, United-States, <=50K
51, Private,136121, Adm-clerical, Unmarried, Assoc-voc,11, Divorced, White, Female,0,0,38, United-States, <=50K
62, State-gov,202056, Prof-specialty, Not-in-family, Bachelors,13, Divorced, White, Male,14084,0,40, United-States, >50K
62, Local-gov,68268, Transport-moving, Husband, HS-grad,9, Married-civ-spouse, White, Male,0,0,40, United-States, <=50K
68, Private,201732, Adm-clerical, Unmarried, Some-college,10, Divorced, White, Female,0,0,40, United-States, <=50K
29, Federal-gov,301010, Armed-Forces, Not-in-family, Some-college,10, Never-married, Black, Male,0,0,60, United-States, <=50K
39, Private,300760, Tech-support, Unmarried, HS-grad,9, Divorced, White, Female,0,0,50, United-States, <=50K
50, Federal-gov,111700, Exec-managerial, Not-in-family, Masters,14, Never-married, White, Female,0,0,50, United-States, <=50K
23, Private,238092, Prof-specialty, Own-child, Bachelors,13, Never-married, White, Male,0,0,40, United-States, <=50K
54, Self-emp-not-inc,226497, Sales, Husband, Some-college,10, Married-civ-spouse, White, Male,0,0,50, United-States, <=50K
42, Private,213214, Sales, Husband, Assoc-acdm,12, Married-civ-spouse, White, Male,0,0,40, United-States, <=50K
57, Private,257200, Machine-op-inspct, Husband, HS-grad,9, Married-civ-spouse, White, Male,0,0,40, United-States, <=50K
56, State-gov,110257, Adm-clerical, Husband, HS-grad,9, Married-civ-spouse, White, Male,0,0,40, United-States, <=50K
34, Private,255693, Adm-clerical, Wife, HS-grad,9, Married-civ-spouse, White, Female,0,0,20, United-States, <=50K
22, Private,194723, Adm-clerical, Own-child, Bachelors,13, Never-married, White, Female,0,0,10, United-States, <=50K
67, Local-gov,191800, Adm-clerical, Unmarried, Bachelors,13, Divorced, Black, Female,6360,0,35, United-States, <=50K
28, Private,339002, Transport-moving, Own-child, HS-grad,9, Never-married, White, Male,0,0,20, United-States, <=50K
45, Private,174533, Transport-moving, Husband, Some-college,10, Married-civ-spouse, White, Male,7298,0,50, United-States, >50K
42, Private,79586, Adm-clerical, Husband, Bachelors,13, Married-civ-spouse, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
65, Self-emp-not-inc,139960, Farming-fishing, Husband, HS-grad,9, Married-civ-spouse, White, Male,10605,0,60, United-States, >50K
23, Local-gov,247731, Adm-clerical, Own-child, HS-grad,9, Divorced, White, Female,0,0,40, Cuba, <=50K
24, Private,215712, Other-service, Not-in-family, Some-college,10, Never-married, White, Male,0,0,35, United-States, <=50K
65, ?,240857, ?, Husband, Bachelors,13, Married-civ-spouse, White, Male,0,2377,40, United-States, >50K
22, ?,224238, ?, Own-child, Some-college,10, Never-married, White, Male,0,0,2, United-States, <=50K
42, Private,118686, Prof-specialty, Unmarried, Some-college,10, Divorced, White, Female,0,0,20, United-States, <=50K
34, Private,157747, Transport-moving, Husband, HS-grad,9, Married-civ-spouse, White, Male,0,0,45, United-States, <=50K
33, Private,285131, Craft-repair, Husband, HS-grad,9, Married-civ-spouse, White, Male,0,0,40, United-States, <=50K
23, Private,352606, Priv-house-serv, Unmarried, HS-grad,9, Divorced, White, Female,0,0,40, United-States, <=50K
38, Private,240467, Exec-managerial, Unmarried, Masters,14, Never-married, Black, Female,0,0,35, United-States, <=50K
23, Private,162945, Other-service, Own-child, 7th-8th,4, Never-married, White, Male,0,0,35, United-States, <=50K
23, Private,60331, Craft-repair, Not-in-family, Some-college,10, Never-married, White, Male,0,0,40, United-States, <=50K
18, Private,378707, Sales, Own-child, 10th,6, Never-married, White, Female,0,0,20, United-States, <=50K
34, Private,321709, Other-service, Not-in-family, HS-grad,9, Never-married, White, Female,0,0,28, United-States, <=50K
25, Private,96268, Exec-managerial, Unmarried, 11th,7, Divorced, White, Female,0,0,40, United-States, <=50K
23, Private,141264, Exec-managerial, Other-relative, Some-college,10, Never-married, Black, Female,0,0,40, United-States, <=50K
20, State-gov,349365, Other-service, Not-in-family, HS-grad,9, Never-married, White, Female,0,0,40, United-States, <=50K
27, Private,93235, Sales, Not-in-family, HS-grad,9, Never-married, White, Male,0,0,30, United-States, <=50K
33, Federal-gov,101345, Prof-specialty, Not-in-family, Bachelors,13, Never-married, White, Female,0,0,40, United-States, <=50K
57, Private,142791, Sales, Other-relative, 7th-8th,4, Widowed, White, Female,0,1602,3, United-States, <=50K
20, Private,258430, Other-service, Own-child, Some-college,10, Never-married, White, Female,0,0,19, United-States, <=50K
47, Private,175990, Other-service, Wife, HS-grad,9, Married-civ-spouse, White, Female,0,0,30, United-States, >50K
31, Private,159322, Handlers-cleaners, Other-relative, HS-grad,9, Never-married, White, Male,0,0,40, United-States, <=50K
32, Private,114746, Handlers-cleaners, Unmarried, HS-grad,9, Separated, Asian-Pac-Islander, Female,0,0,60, South, <=50K
48, Private,108557, Tech-support, Wife, Bachelors,13, Married-civ-spouse, White, Female,99999,0,40, United-States, >50K
45, Private,187666, Exec-managerial, Not-in-family, Assoc-voc,11, Widowed, White, Female,0,0,45, United-States, <=50K
39, Local-gov,327435, Craft-repair, Unmarried, HS-grad,9, Divorced, White, Female,0,0,40, United-States, <=50K
62, ?,144583, ?, Husband, HS-grad,9, Married-civ-spouse, White, Male,0,0,40, United-States, <=50K
45, Private,184277, Adm-clerical, Unmarried, Assoc-voc,11, Divorced, White, Female,0,0,55, United-States, >50K
56, Self-emp-not-inc,144351, Transport-moving, Husband, HS-grad,9, Married-civ-spouse, White, Male,0,0,90, United-States, <=50K
31, Private,157886, Other-service, Wife, Some-college,10, Married-civ-spouse, White, Female,0,0,40, United-States, <=50K
18, Private,280298, Sales, Own-child, HS-grad,9, Never-married, White, Female,0,0,24, United-States, <=50K
39, Private,144169, Sales, Husband, HS-grad,9, Married-civ-spouse, White, Male,0,0,50, United-States, >50K
65, Private,176796, Prof-specialty, Not-in-family, Doctorate,16, Widowed, White, Female,0,0,40, United-States, <=50K
40, Private,189666, Other-service, Husband, HS-grad,9, Married-civ-spouse, White, Male,0,0,45, United-States, <=50K
53, Private,150980, Machine-op-inspct, Husband, Some-college,10, Married-civ-spouse, White, Male,3137,0,40, United-States, <=50K
41, Local-gov,33068, Prof-specialty, Not-in-family, Masters,14, Divorced, White, Male,0,1974,40, United-States, <=50K
27, Private,506436, Sales, Unmarried, Some-college,10, Divorced, White, Female,0,0,40, Peru, <=50K
30, Private,185177, Handlers-cleaners, Own-child, 11th,7, Never-married, White, Male,0,0,49, United-States, <=50K
18, Private,80616, Handlers-cleaners, Own-child, 10th,6, Never-married, White, Male,0,0,27, United-States, <=50K
26, Private,266022, Sales, Husband, Some-college,10, Married-civ-spouse, White, Male,0,0,50, United-States, <=50K
49, Private,122066, Other-service, Husband, 5th-6th,3, Married-civ-spouse, White, Male,0,2603,40, Greece, <=50K
30, Private,232356, Exec-managerial, Husband, Bachelors,13, Married-civ-spouse, White, Male,0,0,40, United-States, >50K
31, Local-gov,125927, Farming-fishing, Husband, 7th-8th,4, Married-civ-spouse, White, Male,0,0,40, United-States, <=50K
74, Private,180455, Other-service, Not-in-family, Bachelors,13, Widowed, White, Female,0,0,8, United-States, <=50K
18, Private,260801, Handlers-cleaners, Own-child, HS-grad,9, Never-married, White, Male,0,0,20, United-States, <=50K
50, Private,285200, Craft-repair, Husband, Some-college,10, Married-civ-spouse, White, Male,0,1887,35, United-States, >50K
22, Private,355686, Adm-clerical, Not-in-family, Some-college,10, Never-married, White, Female,0,0,40, United-States, <=50K
36, Self-emp-not-inc,224886, Exec-managerial, Husband, Bachelors,13, Married-civ-spouse, White, Male,2407,0,40, United-States, <=50K
46, Private,116952, Prof-specialty, Wife, 7th-8th,4, Married-civ-spouse, White, Female,0,0,45, United-States, <=50K
72, Private,225780, Prof-specialty, Not-in-family, Doctorate,16, Never-married, White, Male,0,0,30, United-States, <=50K
32, Private,136935, Other-service, Unmarried, HS-grad,9, Never-married, Black, Female,0,0,13, United-States, <=50K
18, Never-worked,206359, ?, Own-child, 10th,6, Never-married, White, Male,0,0,40, United-States, <=50K
46, Private,99835, Prof-specialty, Husband, Prof-school,15, Married-civ-spouse, White, Male,0,0,60, United-States, >50K
27, Private,69757, Adm-clerical, Not-in-family, Some-college,10, Never-married, White, Female,0,0,60, United-States, <=50K
22, Private,219042, Machine-op-inspct, Unmarried, 10th,6, Never-married, White, Male,0,0,40, United-States, <=50K
31, Private,98639, Tech-support, Not-in-family, Bachelors,13, Never-married, White, Male,0,0,40, United-States, <=50K
21, Self-emp-not-inc,57298, Adm-clerical, Own-child, Some-college,10, Never-married, White, Female,0,0,15, United-States, <=50K
19, Self-emp-not-inc,206599, Other-service, Own-child, Some-college,10, Never-married, White, Female,0,0,22, United-States, <=50K
49, Private,151584, Craft-repair, Husband, Some-college,10, Married-civ-spouse, White, Male,0,0,40, United-States, >50K
51, Private,243361, Adm-clerical, Unmarried, Some-college,10, Widowed, White, Female,0,0,45, United-States, <=50K
34, Private,187251, Prof-specialty, Unmarried, HS-grad,9, Divorced, White, Female,0,0,25, United-States, <=50K
33, Self-emp-not-inc,192256, Craft-repair, Husband, Bachelors,13, Married-civ-spouse, White, Male,0,0,50, United-States, <=50K
43, Private,133584, Machine-op-inspct, Husband, Some-college,10, Married-civ-spouse, White, Male,0,0,40, United-States, <=50K
78, ?,135839, ?, Not-in-family, HS-grad,9, Widowed, White, Female,1086,0,20, United-States, <=50K
52, Private,95704, Handlers-cleaners, Husband, 9th,5, Married-civ-spouse, White, Male,0,0,40, United-States, <=50K
60, Private,127084, Protective-serv, Husband, HS-grad,9, Married-civ-spouse, White, Male,0,2042,34, United-States, <=50K
49, Private,543922, Craft-repair, Husband, HS-grad,9, Married-civ-spouse, White, Male,0,0,42, United-States, >50K
17, Private,73338, Sales, Own-child, 11th,7, Never-married, White, Male,0,0,20, United-States, <=50K
60, Private,25141, Transport-moving, Husband, Some-college,10, Married-civ-spouse, White, Male,0,0,60, United-States, <=50K
53, Private,22978, Exec-managerial, Wife, Masters,14, Married-civ-spouse, White, Female,0,0,50, United-States, >50K
48, Private,278530, Craft-repair, Unmarried, HS-grad,9, Divorced, White, Male,0,0,40, United-States, <=50K
34, Private,238305, Other-service, Wife, Some-college,10, Married-civ-spouse, White, Female,0,1628,12, ?, <=50K
41, Self-emp-not-inc,408498, Exec-managerial, Husband, HS-grad,9, Married-civ-spouse, White, Male,0,0,50, United-States, <=50K
34, Private,172928, Sales, Husband, HS-grad,9, Married-civ-spouse, White, Male,0,0,65, United-States, <=50K
19, Private,323810, Craft-repair, Not-in-family, 10th,6, Never-married, White, Male,0,0,40, United-States, <=50K
44, Private,143368, Other-service, Not-in-family, Some-college,10, Never-married, Black, Male,0,0,55, United-States, <=50K
62, Private,143312, Other-service, Not-in-family, Some-college,10, Divorced, White, Female,0,0,60, United-States, <=50K
39, Private,61343, Machine-op-inspct, Husband, 10th,6, Married-civ-spouse, White, Male,0,0,60, United-States, <=50K
25, Private,69739, Machine-op-inspct, Own-child, 10th,6, Never-married, White, Male,0,0,40, United-States, <=50K
44, Local-gov,124692, Prof-specialty, Husband, Masters,14, Married-civ-spouse, White, Male,0,0,35, United-States, >50K
53, Private,103950, Prof-specialty, Not-in-family, Masters,14, Divorced, White, Female,0,0,40, United-States, <=50K
20, Private,205970, Craft-repair, Own-child, Some-college,10, Never-married, White, Female,0,0,25, United-States, <=50K
20, ?,133061, ?, Own-child, 9th,5, Never-married, White, Male,0,0,40, United-States, <=50K
55, Self-emp-not-inc,396878, Exec-managerial, Husband, Some-college,10, Married-civ-spouse, Black, Male,0,0,25, United-States, <=50K
49, Private,167523, Protective-serv, Not-in-family, Bachelors,13, Divorced, White, Male,0,0,40, United-States, <=50K
26, Private,391349, Adm-clerical, Wife, Bachelors,13, Married-civ-spouse, White, Female,0,0,40, United-States, >50K
36, Private,189404, Sales, Husband, Bachelors,13, Married-civ-spouse, White, Male,0,1977,35, United-States, >50K
47, Private,162034, Sales, Husband, Bachelors,13, Married-civ-spouse, White, Male,0,0,70, United-States, <=50K
26, Private,231638, Exec-managerial, Own-child, HS-grad,9, Never-married, White, Female,0,0,40, United-States, <=50K
24, Private,390348, Transport-moving, Not-in-family, HS-grad,9, Never-married, White, Male,0,0,40, United-States, <=50K
49, Self-emp-not-inc,263568, Exec-managerial, Husband, Bachelors,13, Married-civ-spouse, White, Male,0,0,60, United-States, >50K
41, Private,190591, Exec-managerial, Not-in-family, Assoc-acdm,12, Divorced, Black, Female,0,0,40, Jamaica, <=50K
47, Self-emp-not-inc,166894, Prof-specialty, Unmarried, Some-college,10, Divorced, Black, Female,0,0,40, United-States, <=50K
42, Private,242564, Handlers-cleaners, Not-in-family, 7th-8th,4, Never-married, Black, Male,0,2205,40, United-States, <=50K
64, ?,104756, ?, Unmarried, Some-college,10, Widowed, White, Female,0,0,8, United-States, <=50K
34, Private,202450, Craft-repair, Husband, HS-grad,9, Married-civ-spouse, White, Male,0,0,55, United-States, >50K
23, Private,126945, Prof-specialty, Not-in-family, Some-college,10, Never-married, White, Male,0,0,25, United-States, <=50K
36, Private,200360, Craft-repair, Not-in-family, Some-college,10, Never-married, White, Male,0,0,40, United-States, <=50K
51, Self-emp-not-inc,111283, Exec-managerial, Not-in-family, HS-grad,9, Divorced, White, Female,99999,0,35, United-States, >50K
37, Local-gov,117683, Protective-serv, Husband, HS-grad,9, Married-civ-spouse, White, Male,0,0,40, United-States, <=50K
70, Private,221603, Sales, Not-in-family, Some-college,10, Widowed, White, Female,0,0,34, United-States, <=50K
36, Private,284616, Exec-managerial, Husband, Some-college,10, Married-civ-spouse, White, Male,0,0,40, United-States, <=50K
20, Private,117789, Other-service, Own-child, HS-grad,9, Never-married, White, Female,0,0,40, United-States, <=50K
34, Private,143699, Sales, Wife, HS-grad,9, Married-civ-spouse, White, Female,0,0,15, United-States, <=50K
17, Private,244589, Sales, Own-child, 11th,7, Never-married, White, Female,0,0,40, United-States, <=50K
34, Private,36385, Prof-specialty, Husband, Masters,14, Married-civ-spouse, White, Male,0,0,45, United-States, >50K
58, Private,183870, Adm-clerical, Not-in-family, HS-grad,9, Divorced, White, Female,0,0,40, United-States, <=50K
50, Private,128478, Craft-repair, Husband, HS-grad,9, Married-civ-spouse, White, Male,0,0,60, United-States, >50K
45, Private,189802, Adm-clerical, Not-in-family, Some-college,10, Divorced, White, Female,0,0,40, United-States, <=50K
43, Private,94113, Exec-managerial, Not-in-family, Some-college,10, Divorced, White, Male,0,0,45, United-States, <=50K
36, Self-emp-not-inc,151094, Exec-managerial, Not-in-family, Assoc-voc,11, Separated, White, Male,0,0,48, United-States, <=50K
36, Private,35945, Exec-managerial, Husband, HS-grad,9, Married-civ-spouse, White, Male,0,0,50, United-States, >50K
26, Private,118497, Transport-moving, Husband, HS-grad,9, Married-civ-spouse, White, Male,0,0,50, United-States, <=50K
19, Private,166153, Other-service, Own-child, Some-college,10, Never-married, White, Female,0,0,30, United-States, <=50K
44, Private,569761, Handlers-cleaners, Husband, Assoc-voc,11, Married-civ-spouse, Black, Male,0,0,40, United-States, <=50K
50, Self-emp-inc,104849, Prof-specialty, Husband, Prof-school,15, Married-civ-spouse, Asian-Pac-Islander, Male,0,0,40, India, <=50K
40, Local-gov,96554, Adm-clerical, Own-child, HS-grad,9, Never-married, White, Female,0,0,40, United-States, <=50K
33, Private,229051, Prof-specialty, Not-in-family, Some-college,10, Never-married, White, Male,0,0,52, United-States, <=50K
25, Private,262778, Other-service, Not-in-family, Masters,14, Never-married, White, Female,0,0,37, United-States, <=50K
38, Private,164898, Craft-repair, Not-in-family, HS-grad,9, Never-married, White, Male,0,0,40, United-States, <=50K
52, Private,232132, Machine-op-inspct, Husband, 12th,8, Married-civ-spouse, White, Male,0,0,45, United-States, >50K
40, Self-emp-not-inc,99651, Prof-specialty, Husband, Some-college,10, Married-civ-spouse, White, Male,0,0,60, United-States, <=50K
50, Private,137253, Adm-clerical, Wife, Bachelors,13, Married-civ-spouse, White, Female,0,0,40, United-States, >50K
38, Private,141550, Craft-repair, Not-in-family, 10th,6, Divorced, White, Male,0,0,40, United-States, <=50K
47, Self-emp-not-inc,255934, Exec-managerial, Husband, Some-college,10, Married-civ-spouse, White, Male,0,0,80, United-States, <=50K
66, Private,115498, Exec-managerial, Husband, Bachelors,13, Married-civ-spouse, White, Male,99999,0,55, ?, >50K
24, Private,113936, Prof-specialty, Own-child, Bachelors,13, Never-married, White, Male,0,0,40, United-States, <=50K
42, Private,185057, Adm-clerical, Unmarried, HS-grad,9, Separated, White, Female,0,0,35, Scotland, <=50K
36, Private,257942, Sales, Husband, HS-grad,9, Married-civ-spouse, White, Male,0,0,40, United-States, <=50K
45, Private,195554, Machine-op-inspct, Husband, HS-grad,9, Married-civ-spouse, White, Male,0,0,45, United-States, >50K
67, Private,140849, Other-service, Not-in-family, HS-grad,9, Widowed, White, Female,0,0,24, United-States, <=50K
38, Private,333651, Prof-specialty, Husband, Bachelors,13, Married-civ-spouse, White, Male,15024,0,70, United-States, >50K
17, Private,239346, Other-service, Own-child, 10th,6, Never-married, White, Male,0,0,18, United-States, <=50K
34, ?,353881, ?, Husband, Assoc-voc,11, Married-civ-spouse, White, Male,3103,0,60, United-States, >50K
41, Private,104892, Adm-clerical, Husband, Some-college,10, Married-civ-spouse, White, Male,2829,0,40, United-States, <=50K
38, Private,223004, Other-service, Own-child, Some-college,10, Never-married, White, Male,0,0,40, United-States, <=50K
76, Local-gov,259612, Protective-serv, Husband, HS-grad,9, Married-civ-spouse, White, Male,0,0,15, United-States, <=50K
46, Self-emp-inc,182655, Exec-managerial, Husband, Assoc-voc,11, Married-civ-spouse, White, Male,0,0,60, United-States, >50K
32, Private,98656, Exec-managerial, Not-in-family, Masters,14, Never-married, White, Female,0,0,40, United-States, <=50K
21, Private,210165, Handlers-cleaners, Own-child, 9th,5, Married-spouse-absent, White, Male,0,0,40, United-States, <=50K
58, Private,116901, Other-service, Unmarried, HS-grad,9, Divorced, White, Female,0,0,25, United-States, <=50K
75, ?,260543, ?, Other-relative, 10th,6, Widowed, Asian-Pac-Islander, Female,0,0,1, China, <=50K
68, Self-emp-not-inc,211584, Sales, Husband, Some-college,10, Married-civ-spouse, White, Male,0,0,40, United-States, >50K
30, Private,226943, Adm-clerical, Unmarried, HS-grad,9, Divorced, White, Female,0,0,35, United-States, <=50K
30, Private,140790, Sales, Husband, HS-grad,9, Married-civ-spouse, White, Male,0,0,45, United-States, <=50K
25, Private,60358, Sales, Own-child, Some-college,10, Never-married, White, Male,0,0,40, United-States, <=50K
18, Private,210026, Other-service, Other-relative, 10th,6, Never-married, White, Female,0,0,40, United-States, <=50K
23, Private,695136, Handlers-cleaners, Not-in-family, HS-grad,9, Never-married, White, Male,0,0,30, United-States, <=50K
17, Private,158704, Sales, Own-child, 10th,6, Never-married, White, Male,0,0,20, United-States, <=50K
65, Private,262446, Other-service, Husband, 11th,7, Married-civ-spouse, White, Male,0,0,20, United-States, <=50K
37, Self-emp-not-inc,258037, Transport-moving, Husband, HS-grad,9, Married-civ-spouse, White, Male,0,0,45, Cuba, >50K
71, Private,217971, Sales, Unmarried, 9th,5, Widowed, White, Female,0,0,13, United-States, <=50K
37, Private,227597, Craft-repair, Husband, Some-college,10, Married-civ-spouse, White, Male,0,0,40, United-States, <=50K
67, Local-gov,181220, Adm-clerical, Not-in-family, Some-college,10, Divorced, Black, Female,0,0,20, United-States, <=50K
29, Self-emp-not-inc,32280, Farming-fishing, Not-in-family, HS-grad,9, Never-married, White, Male,0,0,45, United-States, <=50K
28, Private,291374, Adm-clerical, Unmarried, HS-grad,9, Never-married, Black, Female,0,0,40, United-States, <=50K
54, Private,115602, Other-service, Wife, HS-grad,9, Married-civ-spouse, Black, Female,0,0,40, United-States, <=50K
39, Private,336880, Machine-op-inspct, Husband, HS-grad,9, Married-civ-spouse, White, Male,0,0,40, United-States, >50K
54, Private,101890, Sales, Unmarried, HS-grad,9, Widowed, White, Female,0,0,40, United-States, <=50K
44, Private,889965, Handlers-cleaners, Wife, HS-grad,9, Married-civ-spouse, White, Female,3137,0,30, United-States, <=50K
50, Private,94391, Craft-repair, Husband, Assoc-voc,11, Married-civ-spouse, White, Male,0,0,50, United-States, >50K
21, Private,325923, Tech-support, Own-child, Some-college,10, Never-married, White, Male,0,0,35, United-States, <=50K
41, Private,425049, Transport-moving, Husband, HS-grad,9, Married-civ-spouse, White, Male,0,0,50, United-States, >50K
24, Private,464103, Adm-clerical, Not-in-family, HS-grad,9, Never-married, White, Male,0,0,50, United-States, <=50K
22, Private,315974, Sales, Not-in-family, Some-college,10, Never-married, White, Female,0,0,40, United-States, <=50K
49, Private,147032, Other-service, Wife, HS-grad,9, Married-civ-spouse, Asian-Pac-Islander, Female,0,0,8, Philippines, <=50K
30, Never-worked,176673, ?, Wife, HS-grad,9, Married-civ-spouse, Black, Female,0,0,40, United-States, <=50K
49, Private,157569, Craft-repair, Husband, HS-grad,9, Married-civ-spouse, White, Male,0,0,40, United-States, <=50K
35, Private,210150, Adm-clerical, Unmarried, HS-grad,9, Divorced, White, Female,0,0,40, United-States, <=50K
64, ?,168340, ?, Husband, HS-grad,9, Married-civ-spouse, White, Male,0,0,40, ?, >50K
51, Private,101432, Craft-repair, Husband, HS-grad,9, Married-civ-spouse, White, Male,0,0,40, United-States, <=50K
29, Self-emp-not-inc,337505, Craft-repair, Husband, Some-college,10, Married-civ-spouse, Asian-Pac-Islander, Male,0,0,40, South, <=50K
55, Self-emp-not-inc,68006, Other-service, Other-relative, 7th-8th,4, Never-married, White, Female,0,0,60, United-States, <=50K
33, Local-gov,251521, Exec-managerial, Not-in-family, Bachelors,13, Never-married, White, Female,0,0,50, United-States, <=50K
46, Federal-gov,119890, Tech-support, Not-in-family, Assoc-voc,11, Separated, Other, Female,0,0,30, United-States, <=50K
33, Self-emp-not-inc,37939, Craft-repair, Husband, Bachelors,13, Married-civ-spouse, White, Male,0,0,35, United-States, <=50K
49, Local-gov,145290, Other-service, Husband, 5th-6th,3, Married-civ-spouse, White, Male,0,0,40, United-States, <=50K
45, ?,119835, ?, Not-in-family, 7th-8th,4, Divorced, Amer-Indian-Eskimo, Male,0,0,48, United-States, <=50K
50, Local-gov,30008, Prof-specialty, Husband, Bachelors,13, Married-civ-spouse, White, Male,0,0,45, United-States, >50K
63, Self-emp-inc,110890, Prof-specialty, Not-in-family, Masters,14, Divorced, White, Male,0,0,70, United-States, >50K
46, Private,292504, Sales, Unmarried, Some-college,10, Married-spouse-absent, White, Female,0,0,40, United-States, <=50K
